tiempo_s;iteraciones_no_lineales;error_no_lineal_relativo;incremento_RMS_K;Tmin_C;Tmax_C;T_cubierta_C;T_baldosa_EPS_C;T_EPS_forjado_C;T_forjado_aire_C
122;2;2.45842e-10;7.34628e-08;20.9;30.5809;30.5809;30.5433;27.9647;27.342
124;2;2.44314e-10;7.30046e-08;20.9;30.581;30.581;30.5436;27.9722;27.3505
126;2;2.42844e-10;7.25637e-08;20.9;30.5811;30.5811;30.5438;27.9797;27.3591
128;2;2.41427e-10;7.2139e-08;20.9;30.5813;30.5813;30.5441;27.9872;27.3676
130;2;2.40061e-10;7.17293e-08;20.9;30.5814;30.5814;30.5443;27.9946;27.3762
132;2;2.38741e-10;7.13337e-08;20.9;30.5815;30.5815;30.5445;28.002;27.3847
134;2;2.37466e-10;7.09513e-08;20.9;30.5817;30.5817;30.5448;28.0094;27.3932
136;2;2.36231e-10;7.0581e-08;20.9;30.5818;30.5818;30.545;28.0167;27.4017
138;2;2.35035e-10;7.02223e-08;20.9;30.5819;30.5819;30.5452;28.024;27.4102
140;2;2.33874e-10;6.98742e-08;20.9;30.5821;30.5821;30.5455;28.0312;27.4187
142;2;2.32746e-10;6.95362e-08;20.9;30.5822;30.5822;30.5457;28.0384;27.4272
144;2;2.3165e-10;6.92075e-08;20.9;30.5823;30.5823;30.5459;28.0456;27.4356
146;2;2.30583e-10;6.88875e-08;20.9;30.5825;30.5825;30.5462;28.0528;27.4441
148;2;2.29543e-10;6.85758e-08;20.9;30.5826;30.5826;30.5464;28.0599;27.4525
150;2;2.28528e-10;6.82717e-08;20.9;30.5827;30.5827;30.5466;28.067;27.4609
152;2;2.27538e-10;6.79748e-08;20.9;30.5828;30.5828;30.5469;28.074;27.4693
154;2;2.2657e-10;6.76847e-08;20.9;30.583;30.583;30.5471;28.0811;27.4776
156;2;2.25623e-10;6.74008e-08;20.9;30.5831;30.5831;30.5473;28.0881;27.486
158;2;2.24696e-10;6.71229e-08;20.9;30.5832;30.5832;30.5475;28.0951;27.4943
160;2;2.23787e-10;6.68505e-08;20.9;30.5833;30.5833;30.5478;28.102;27.5026
162;2;2.22895e-10;6.65834e-08;20.9;30.5835;30.5835;30.548;28.109;27.5109
164;2;2.2202e-10;6.63211e-08;20.9;30.5836;30.5836;30.5482;28.1159;27.5192
166;2;2.21161e-10;6.60635e-08;20.9;30.5837;30.5837;30.5484;28.1227;27.5275
168;2;2.20315e-10;6.58102e-08;20.9;30.5838;30.5838;30.5487;28.1296;27.5357
170;2;2.19483e-10;6.5561e-08;20.9;30.584;30.584;30.5489;28.1364;27.5439
172;2;2.18664e-10;6.53156e-08;20.9;30.5841;30.5841;30.5491;28.1433;27.5521
174;2;2.17858e-10;6.50739e-08;20.9;30.5842;30.5842;30.5493;28.15;27.5603
176;2;2.17062e-10;6.48356e-08;20.9;30.5843;30.5843;30.5495;28.1568;27.5684
178;2;2.16277e-10;6.46005e-08;20.9;30.5845;30.5845;30.5497;28.1635;27.5766
180;2;2.15503e-10;6.43685e-08;20.9;30.5846;30.5846;30.55;28.1703;27.5847
182;2;2.14738e-10;6.41394e-08;20.9;30.5847;30.5847;30.5502;28.177;27.5928
184;2;2.13982e-10;6.3913e-08;20.9;30.5848;30.5848;30.5504;28.1836;27.6009
186;2;2.13234e-10;6.36893e-08;20.9;30.5849;30.5849;30.5506;28.1903;27.6089
188;2;2.12495e-10;6.3468e-08;20.9;30.5851;30.5851;30.5508;28.1969;27.617
190;2;2.11764e-10;6.3249e-08;20.9;30.5852;30.5852;30.551;28.2035;27.625
192;2;2.1104e-10;6.30323e-08;20.9;30.5853;30.5853;30.5512;28.2101;27.633
194;2;2.10323e-10;6.28177e-08;20.9;30.5854;30.5854;30.5515;28.2167;27.6409
196;2;2.09613e-10;6.26051e-08;20.9;30.5855;30.5855;30.5517;28.2232;27.6489
198;2;2.08909e-10;6.23944e-08;20.9;30.5857;30.5857;30.5519;28.2297;27.6568
200;2;2.08211e-10;6.21856e-08;20.9;30.5858;30.5858;30.5521;28.2363;27.6647
202;2;2.07519e-10;6.19785e-08;20.9;30.5859;30.5859;30.5523;28.2427;27.6726
204;2;2.06833e-10;6.17731e-08;20.9;30.586;30.586;30.5525;28.2492;27.6804
206;2;2.06152e-10;6.15693e-08;20.9;30.5861;30.5861;30.5527;28.2556;27.6883
208;2;2.05476e-10;6.13671e-08;20.9;30.5863;30.5862;30.5529;28.2621;27.6961
210;2;2.04805e-10;6.11664e-08;20.9;30.5864;30.5864;30.5531;28.2685;27.7039
212;2;2.04139e-10;6.0967e-08;20.9;30.5865;30.5865;30.5533;28.2749;27.7117
214;2;2.03477e-10;6.07691e-08;20.9;30.5866;30.5866;30.5535;28.2812;27.7194
216;2;2.0282e-10;6.05725e-08;20.9;30.5867;30.5867;30.5537;28.2876;27.7272
218;2;2.02166e-10;6.03771e-08;20.9;30.5868;30.5868;30.5539;28.2939;27.7349
220;2;2.01517e-10;6.0183e-08;20.9;30.5869;30.5869;30.5541;28.3002;27.7426
222;2;2.00872e-10;5.99901e-08;20.9;30.5871;30.5871;30.5543;28.3065;27.7502
224;2;2.00231e-10;5.97983e-08;20.9;30.5872;30.5872;30.5546;28.3128;27.7579
226;2;1.99593e-10;5.96077e-08;20.9;30.5873;30.5873;30.5548;28.319;27.7655
228;2;1.98959e-10;5.94181e-08;20.9;30.5874;30.5874;30.555;28.3253;27.7731
230;2;1.98329e-10;5.92296e-08;20.9;30.5875;30.5875;30.5552;28.3315;27.7807
232;2;1.97702e-10;5.90422e-08;20.9;30.5876;30.5876;30.5554;28.3377;27.7883
234;2;1.97078e-10;5.88557e-08;20.9;30.5877;30.5877;30.5556;28.3438;27.7958
236;2;1.96457e-10;5.86702e-08;20.9;30.5878;30.5878;30.5557;28.35;27.8033
238;2;1.9584e-10;5.84856e-08;20.9;30.588;30.588;30.5559;28.3561;27.8108
240;2;1.95226e-10;5.8302e-08;20.9;30.5881;30.5881;30.5561;28.3623;27.8183
242;2;1.94614e-10;5.81193e-08;20.9;30.5882;30.5882;30.5563;28.3684;27.8258
244;2;1.94006e-10;5.79374e-08;20.9;30.5883;30.5883;30.5565;28.3744;27.8332
246;2;1.934e-10;5.77564e-08;20.9;30.5884;30.5884;30.5567;28.3805;27.8406
248;2;1.92797e-10;5.75763e-08;20.9;30.5885;30.5885;30.5569;28.3866;27.848
250;2;1.92197e-10;5.7397e-08;20.9;30.5886;30.5886;30.5571;28.3926;27.8554
252;2;1.916e-10;5.72185e-08;20.9;30.5887;30.5887;30.5573;28.3986;27.8628
254;2;1.91005e-10;5.70408e-08;20.9;30.5888;30.5888;30.5575;28.4046;27.8701
256;2;1.90413e-10;5.68639e-08;20.9;30.5889;30.5889;30.5577;28.4106;27.8774
258;2;1.89823e-10;5.66878e-08;20.9;30.5891;30.589;30.5579;28.4166;27.8847
260;2;1.89236e-10;5.65124e-08;20.9;30.5892;30.5892;30.5581;28.4225;27.892
262;2;1.88651e-10;5.63378e-08;20.9;30.5893;30.5893;30.5583;28.4284;27.8992
264;2;1.88069e-10;5.61639e-08;20.9;30.5894;30.5894;30.5585;28.4343;27.9065
266;2;1.8749e-10;5.59907e-08;20.9;30.5895;30.5895;30.5587;28.4402;27.9137
268;2;1.86912e-10;5.58183e-08;20.9;30.5896;30.5896;30.5588;28.4461;27.9209
270;2;1.86337e-10;5.56465e-08;20.9;30.5897;30.5897;30.559;28.452;27.9281
272;2;1.85764e-10;5.54755e-08;20.9;30.5898;30.5898;30.5592;28.4578;27.9352
274;2;1.85194e-10;5.53051e-08;20.9;30.5899;30.5899;30.5594;28.4636;27.9423
276;2;1.84626e-10;5.51354e-08;20.9;30.59;30.59;30.5596;28.4694;27.9495
278;2;1.8406e-10;5.49664e-08;20.9;30.5901;30.5901;30.5598;28.4752;27.9565
280;2;1.83496e-10;5.47981e-08;20.9;30.5902;30.5902;30.56;28.481;27.9636
282;2;1.82934e-10;5.46304e-08;20.9;30.5903;30.5903;30.5602;28.4868;27.9707
284;2;1.82375e-10;5.44634e-08;20.9;30.5904;30.5904;30.5603;28.4925;27.9777
286;2;1.81817e-10;5.4297e-08;20.9;30.5905;30.5905;30.5605;28.4982;27.9847
288;2;1.81262e-10;5.41312e-08;20.9;30.5906;30.5906;30.5607;28.5039;27.9917
290;2;1.80709e-10;5.39661e-08;20.9;30.5907;30.5907;30.5609;28.5096;27.9987
292;2;1.80158e-10;5.38016e-08;20.9;30.5908;30.5908;30.5611;28.5153;28.0056
294;2;1.79609e-10;5.36377e-08;20.9;30.5909;30.5909;30.5613;28.521;28.0126
296;2;1.79062e-10;5.34744e-08;20.9;30.591;30.591;30.5614;28.5266;28.0195
298;2;1.78517e-10;5.33118e-08;20.9;30.5911;30.5911;30.5616;28.5322;28.0264
300;2;1.77974e-10;5.31497e-08;20.9;30.5912;30.5912;30.5618;28.5378;28.0333
302;2;1.77433e-10;5.29883e-08;20.9;30.5913;30.5913;30.562;28.5434;28.0401
304;2;1.76894e-10;5.28274e-08;20.9;30.5915;30.5914;30.5622;28.549;28.047
306;2;1.76357e-10;5.26671e-08;20.9;30.5916;30.5915;30.5623;28.5546;28.0538
308;2;1.75822e-10;5.25074e-08;20.9;30.5917;30.5916;30.5625;28.5601;28.0606
310;2;1.75289e-10;5.23483e-08;20.9;30.5918;30.5917;30.5627;28.5656;28.0674
312;2;1.74758e-10;5.21898e-08;20.9;30.5919;30.5918;30.5629;28.5711;28.0741
314;2;1.74228e-10;5.20318e-08;20.9;30.592;30.5919;30.563;28.5766;28.0809
316;2;1.73701e-10;5.18744e-08;20.9;30.5921;30.592;30.5632;28.5821;28.0876
318;2;1.73175e-10;5.17176e-08;20.9;30.5922;30.5921;30.5634;28.5876;28.0943
320;2;1.72652e-10;5.15613e-08;20.9;30.5922;30.5922;30.5636;28.593;28.101
322;2;1.7213e-10;5.14056e-08;20.9;30.5923;30.5923;30.5637;28.5985;28.1077
324;2;1.7161e-10;5.12504e-08;20.9;30.5924;30.5924;30.5639;28.6039;28.1143
326;2;1.71091e-10;5.10958e-08;20.9;30.5925;30.5925;30.5641;28.6093;28.121
328;2;1.70575e-10;5.09417e-08;20.9;30.5926;30.5926;30.5643;28.6147;28.1276
330;2;1.7006e-10;5.07881e-08;20.9;30.5927;30.5927;30.5644;28.6201;28.1342
332;2;1.69548e-10;5.06351e-08;20.9;30.5928;30.5928;30.5646;28.6254;28.1407
334;2;1.69037e-10;5.04827e-08;20.9;30.5929;30.5929;30.5648;28.6308;28.1473
336;2;1.68527e-10;5.03307e-08;20.9;30.593;30.593;30.565;28.6361;28.1538
338;2;1.6802e-10;5.01793e-08;20.9;30.5931;30.5931;30.5651;28.6414;28.1604
340;2;1.67514e-10;5.00285e-08;20.9;30.5932;30.5932;30.5653;28.6467;28.1669
342;2;1.6701e-10;4.98781e-08;20.9;30.5933;30.5933;30.5655;28.652;28.1734
344;2;1.66508e-10;4.97283e-08;20.9;30.5934;30.5934;30.5656;28.6572;28.1798
346;2;1.66007e-10;4.9579e-08;20.9;30.5935;30.5935;30.5658;28.6625;28.1863
348;2;1.65509e-10;4.94301e-08;20.9;30.5936;30.5936;30.566;28.6677;28.1927
350;2;1.65011e-10;4.92818e-08;20.9;30.5937;30.5937;30.5661;28.673;28.1991
352;2;1.64516e-10;4.91341e-08;20.9;30.5938;30.5938;30.5663;28.6782;28.2055
354;2;1.64022e-10;4.89868e-08;20.9;30.5939;30.5939;30.5665;28.6834;28.2119
356;2;1.6353e-10;4.884e-08;20.9;30.594;30.594;30.5666;28.6885;28.2182
358;2;1.6304e-10;4.86937e-08;20.9;30.5941;30.5941;30.5668;28.6937;28.2246
360;2;1.62551e-10;4.85479e-08;20.9;30.5942;30.5942;30.567;28.6988;28.2309
