r;vertices;triangulos;Tmin_C;Tmax_C;T_cubierta_C;T_baldosa_EPS_C;T_EPS_forjado_C;T_forjado_aire_C;longitud_paredes_cm;longitud_cubierta_cm;longitud_suelo_cm;flujo_paredes_W_m;flujo_conv_cubierta_W_m;flujo_rad_neta_cubierta_W_m;flujo_solar_absorbido_W_m;flujo_cubierta_neto_W_m;flujo_suelo_W_m;balance_neto_W_m;escala_balance_W_m;error_balance_relativo;error_balance_porcentaje
1;6969;13600;20.9;30.6376;30.6274;30.6261;30.5367;30.4953;1268;1000;1000;-3.82851;754.54;782.568;1542;-4.89201;1.31584;-7.40468;3084.25;0.0024008;0.24008
